,ms_subclass,ms_zoning,lot_frontage,lot_area,street,alley,lot_shape,land_contour,utilities,lot_config,land_slope,neighborhood,condition_1,condition_2,bldg_type,house_style,overall_qual,overall_cond,year_built,year_remod/add,roof_style,roof_matl,exterior_1st,exterior_2nd,mas_vnr_type,mas_vnr_area,exter_qual,exter_cond,foundation,bsmt_qual,bsmt_cond,bsmt_exposure,bsmtfin_type_1,bsmtfin_sf_1,bsmtfin_type_2,bsmtfin_sf_2,bsmt_unf_sf,total_bsmt_sf,heating,heating_qc,central_air,electrical,1st_flr_sf,2nd_flr_sf,low_qual_fin_sf,gr_liv_area,bsmt_full_bath,bsmt_half_bath,full_bath,half_bath,bedroom_abvgr,kitchen_abvgr,kitchen_qual,totrms_abvgrd,functional,fireplaces,fireplace_qu,garage_type,garage_yr_blt,garage_finish,garage_cars,garage_area,garage_qual,garage_cond,paved_drive,wood_deck_sf,open_porch_sf,enclosed_porch,3ssn_porch,screen_porch,pool_area,pool_qc,fence,misc_feature,misc_val,mo_sold,yr_sold,sale_type,saleprice
347,60,RL,85.0,11475,Pave,none,3,Lvl,0,Inside,2,NWAmes,RRAn,Norm,1Fam,2Story,6,6,1975,1975,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,CBlock,4.0,3.0,1.0,5.0,550.0,1.0,0.0,163.0,713.0,GasA,3,Y,0.0,811,741,0,1552,1.0,0.0,2,1,3,1,3,6,7,1,3.0,Attchd,1975.0,2.0,2.0,434.0,3.0,3.0,2,209,208,0,0,0,0,0.0,3.0,none,0,feb,2006,WD ,179900
348,20,RL,75.0,9986,Pave,none,3,Lvl,0,Inside,2,Somerst,Norm,Norm,1Fam,1Story,8,5,2006,2007,Gable,CompShg,VinylSd,VinylSd,BrkFace,428.0,4,3,PConc,5.0,3.0,3.0,1.0,0.0,1.0,0.0,1795.0,1795.0,GasA,5,Y,0.0,1795,0,0,1795,0.0,0.0,2,0,2,1,4,7,7,1,4.0,Attchd,2007.0,2.0,3.0,895.0,3.0,3.0,2,0,49,0,0,0,0,0.0,0.0,none,0,feb,2007,New,147000
349,60,RL,63.0,10475,Pave,none,3,Lvl,0,Inside,2,Mitchel,Norm,Norm,1Fam,2Story,5,5,1991,1991,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,3,PConc,4.0,3.0,1.0,3.0,458.0,1.0,0.0,166.0,624.0,GasA,4,Y,0.0,624,650,0,1274,0.0,0.0,1,1,3,1,3,6,7,0,0.0,Detchd,1993.0,1.0,2.0,576.0,3.0,3.0,2,22,0,0,0,0,0,0.0,2.0,none,0,mar,2010,WD ,136000
350,50,RM,50.0,6000,Pave,none,3,Lvl,0,Inside,2,BrkSide,Norm,Norm,1Fam,1.5Fin,6,6,1940,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,4,CBlock,3.0,3.0,1.0,2.0,264.0,1.0,0.0,308.0,572.0,GasA,5,Y,3.0,848,348,0,1196,0.0,1.0,1,1,3,1,3,6,7,2,4.0,Detchd,1973.0,1.0,2.0,576.0,3.0,3.0,2,0,0,0,0,0,0,0.0,0.0,none,0,mar,2010,WD ,128000
351,20,RL,50.0,4280,Pave,none,2,Lvl,0,Inside,2,Sawyer,Norm,Norm,1Fam,1Story,4,9,1946,2001,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,4,CBlock,2.0,3.0,1.0,1.0,0.0,1.0,0.0,560.0,560.0,GasA,5,Y,3.0,704,0,0,704,0.0,1.0,1,0,2,1,2,4,7,0,0.0,CarPort,1946.0,1.0,1.0,220.0,3.0,3.0,2,0,0,24,0,0,0,0.0,0.0,none,0,sep,2009,WD ,88750
352,20,RL,119.0,10895,Pave,none,3,Lvl,0,Corner,2,NAmes,Norm,Norm,1Fam,1Story,5,6,1955,1955,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,4,CBlock,3.0,3.0,1.0,3.0,648.0,1.0,0.0,324.0,972.0,GasA,3,Y,0.0,972,0,0,972,0.0,0.0,1,0,3,1,3,5,7,0,0.0,Attchd,1955.0,1.0,1.0,305.0,3.0,3.0,2,0,0,205,0,0,0,0.0,2.0,none,0,jun,2010,WD ,122500
353,50,RL,78.0,17503,Pave,none,3,Lvl,0,Inside,2,NAmes,Artery,Norm,1Fam,1.5Fin,6,5,1948,1950,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,CBlock,3.0,3.0,1.0,1.0,0.0,1.0,0.0,912.0,912.0,GasA,3,Y,0.0,912,546,0,1458,0.0,1.0,1,0,3,1,3,6,7,1,4.0,Attchd,1948.0,1.0,1.0,330.0,3.0,3.0,2,192,0,0,0,0,0,0.0,0.0,none,0,jan,2010,WD ,97500
354,20,RL,109.0,9723,Pave,none,2,Lvl,0,Corner,2,NAmes,Norm,Norm,1Fam,1Story,6,7,1963,1963,Hip,CompShg,MetalSd,MetalSd,BrkFace,332.0,3,3,CBlock,3.0,3.0,1.0,1.0,0.0,1.0,0.0,1008.0,1008.0,GasA,3,Y,0.0,1008,0,0,1008,0.0,0.0,1,0,2,1,3,5,7,0,0.0,Attchd,1963.0,2.0,2.0,430.0,3.0,3.0,2,0,0,0,0,0,0,0.0,0.0,none,0,oct,2006,WD ,135000
355,20,RL,90.0,11694,Pave,none,3,Lvl,0,Inside,2,NridgHt,Norm,Norm,1Fam,1Story,9,5,2007,2007,Hip,CompShg,CemntBd,CmentBd,BrkFace,452.0,5,3,PConc,5.0,3.0,3.0,6.0,48.0,1.0,0.0,1774.0,1822.0,GasA,5,Y,0.0,1828,0,0,1828,0.0,0.0,2,0,3,1,4,9,7,1,4.0,Attchd,2007.0,1.0,3.0,774.0,3.0,3.0,2,0,108,0,0,260,0,0.0,0.0,none,0,jul,2007,New,314813
356,50,C (all),105.0,8470,Pave,none,2,Lvl,0,Corner,2,IDOTRR,Feedr,Feedr,1Fam,1.5Fin,3,2,1915,1982,Hip,CompShg,Plywood,Plywood,None,0.0,2,2,CBlock,3.0,2.0,1.0,1.0,0.0,1.0,0.0,1013.0,1013.0,GasA,3,N,0.0,1013,0,513,1526,0.0,0.0,1,0,2,1,2,6,7,0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,156,0,0,0,0.0,3.0,none,0,oct,2009,ConLD,85000
357,50,RM,50.0,6000,Pave,none,3,Lvl,0,Inside,2,BrkSide,Norm,Norm,1Fam,1.5Fin,6,9,1937,2000,Gable,CompShg,MetalSd,MetalSd,None,0.0,4,3,BrkTil,3.0,3.0,1.0,1.0,0.0,1.0,0.0,698.0,698.0,GasA,3,Y,0.0,786,390,0,1176,0.0,0.0,1,0,2,1,3,4,7,0,0.0,Detchd,1999.0,1.0,2.0,624.0,3.0,3.0,0,210,0,0,0,0,0,0.0,0.0,none,0,jul,2009,WD ,134900
358,20,RL,70.0,10519,Pave,none,3,Lvl,0,Inside,2,Edwards,Norm,Norm,1Fam,1Story,5,8,1955,1999,Hip,CompShg,MetalSd,MetalSd,Stone,164.0,3,3,CBlock,3.0,3.0,3.0,1.0,0.0,1.0,0.0,1057.0,1057.0,GasA,4,Y,0.0,1057,0,0,1057,0.0,1.0,1,0,3,1,4,6,7,0,0.0,Attchd,1955.0,1.0,1.0,288.0,3.0,3.0,2,0,0,0,0,0,0,0.0,0.0,none,0,mar,2006,WD ,137000
359,20,RL,91.0,10437,Pave,none,2,Lvl,0,Inside,2,NoRidge,Norm,Norm,1Fam,1Story,8,6,1995,1995,Hip,CompShg,MetalSd,MetalSd,BrkFace,660.0,4,4,PConc,4.0,3.0,4.0,6.0,1696.0,1.0,0.0,413.0,2109.0,GasA,5,Y,0.0,2113,0,0,2113,1.0,0.0,2,1,2,1,4,7,7,1,3.0,Attchd,1995.0,3.0,3.0,839.0,3.0,3.0,2,236,46,0,0,0,0,0.0,0.0,none,0,aug,2008,WD ,350000
360,20,RL,65.0,7514,Pave,none,3,Lvl,0,Inside,2,NAmes,Norm,Norm,1Fam,1Story,5,7,1967,1975,Hip,CompShg,MetalSd,MetalSd,None,0.0,3,3,CBlock,3.0,3.0,3.0,5.0,373.0,3.0,108.0,462.0,943.0,GasA,3,Y,0.0,1387,0,0,1387,1.0,0.0,1,0,3,1,3,6,7,1,3.0,Attchd,1974.0,2.0,1.0,300.0,3.0,3.0,2,0,0,240,0,0,0,0.0,0.0,none,0,sep,2006,WD ,145000
361,60,RL,118.0,13654,Pave,none,2,Lvl,0,CulDSac,2,NridgHt,Norm,Norm,1Fam,2Story,9,5,2005,2006,Gable,CompShg,MetalSd,MetalSd,BrkFace,365.0,4,3,PConc,5.0,3.0,4.0,1.0,0.0,1.0,0.0,1704.0,1704.0,GasA,5,Y,0.0,1722,1036,0,2758,0.0,0.0,2,1,4,1,5,9,7,1,5.0,BuiltIn,2005.0,3.0,3.0,814.0,3.0,3.0,2,282,55,0,0,0,0,0.0,0.0,none,0,may,2007,WD ,418000
362,30,RM,48.0,5747,Pave,none,3,Lvl,0,Inside,2,OldTown,Norm,Norm,1Fam,1Story,3,4,1920,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,PConc,3.0,3.0,1.0,1.0,0.0,1.0,0.0,798.0,798.0,GasA,4,Y,0.0,840,0,0,840,0.0,0.0,1,0,2,1,2,5,7,0,0.0,Detchd,1938.0,1.0,1.0,250.0,3.0,2.0,0,112,0,0,0,0,0,0.0,0.0,none,0,jun,2006,WD ,64000
363,50,RH,55.0,4500,Pave,Pave,1,Bnk,0,Inside,2,SWISU,Norm,Norm,1Fam,1.5Fin,5,5,1932,2000,Gable,CompShg,VinylSd,Stucco,None,0.0,3,3,BrkTil,3.0,3.0,1.0,3.0,182.0,1.0,0.0,611.0,793.0,GasA,5,Y,0.0,848,672,0,1520,0.0,0.0,1,0,3,1,3,6,7,0,0.0,Detchd,1968.0,1.0,1.0,281.0,3.0,3.0,2,0,0,56,0,0,0,0.0,0.0,none,0,jul,2009,WD ,159434
364,20,RL,91.0,11830,Pave,none,3,Lvl,0,Inside,2,Somerst,Feedr,Norm,1Fam,1Story,8,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,BrkFace,164.0,4,3,PConc,4.0,3.0,1.0,6.0,1220.0,1.0,0.0,322.0,1542.0,GasA,5,Y,0.0,1542,0,0,1542,1.0,0.0,2,0,3,1,4,6,7,1,4.0,Attchd,2007.0,1.0,3.0,852.0,3.0,3.0,2,168,110,0,0,0,0,0.0,0.0,none,0,jul,2007,New,260261
365,50,RL,71.0,8520,Pave,none,3,Lvl,0,Corner,2,NAmes,Artery,Norm,1Fam,1.5Fin,5,4,1952,1952,Gable,CompShg,BrkFace,Wd Sdng,None,0.0,3,2,CBlock,3.0,3.0,1.0,3.0,507.0,1.0,0.0,403.0,910.0,GasA,2,Y,0.0,910,475,0,1385,0.0,0.0,2,0,4,1,3,6,7,0,0.0,Detchd,2000.0,1.0,2.0,720.0,3.0,3.0,2,0,0,0,0,0,0,0.0,3.0,none,0,jun,2010,WD ,166000
366,85,RL,66.0,6760,Pave,none,3,Lvl,0,Inside,2,NAmes,Norm,Norm,1Fam,SFoyer,5,5,1962,1962,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,3,CBlock,3.0,3.0,3.0,5.0,734.0,1.0,0.0,162.0,896.0,GasA,3,Y,0.0,936,0,0,936,1.0,0.0,1,0,3,1,3,6,7,1,1.0,Attchd,1962.0,2.0,1.0,288.0,3.0,3.0,2,24,90,160,0,0,0,0.0,0.0,none,0,oct,2007,WD ,130000
367,50,RL,51.0,6191,Pave,none,3,Lvl,0,Corner,2,SWISU,Norm,Norm,1Fam,1.5Fin,5,4,1941,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,CBlock,2.0,2.0,1.0,2.0,384.0,1.0,0.0,440.0,824.0,GasA,3,N,0.0,824,464,0,1288,0.0,0.0,1,0,4,1,3,6,7,0,0.0,Detchd,1941.0,1.0,1.0,240.0,3.0,3.0,2,0,0,0,0,0,0,0.0,0.0,none,0,nov,2006,WD ,112000
368,20,RL,80.0,8700,Pave,none,3,Lvl,0,Inside,2,NAmes,Norm,Norm,1Fam,1Story,5,6,1963,1963,Hip,CompShg,MetalSd,MetalSd,BrkFace,148.0,3,4,CBlock,3.0,3.0,3.0,5.0,776.0,1.0,0.0,344.0,1120.0,GasA,4,Y,0.0,1128,0,0,1128,1.0,0.0,2,0,3,1,3,6,7,0,0.0,Attchd,1963.0,2.0,2.0,525.0,3.0,3.0,2,192,20,123,0,0,0,0.0,3.0,none,0,dec,2008,WD ,155000
369,60,RL,92.0,12003,Pave,none,3,Lvl,0,Corner,2,Timber,Norm,Norm,1Fam,2Story,8,5,2009,2010,Gable,CompShg,VinylSd,VinylSd,BrkFace,84.0,4,3,PConc,5.0,3.0,1.0,1.0,0.0,1.0,0.0,774.0,774.0,GasA,5,Y,0.0,774,1194,0,1968,0.0,0.0,2,1,4,1,5,8,7,1,4.0,BuiltIn,2009.0,3.0,3.0,680.0,3.0,3.0,2,0,75,0,0,0,0,0.0,0.0,none,0,may,2010,New,269500
370,80,RL,68.0,12700,Pave,none,2,Lvl,0,Inside,2,NAmes,Norm,Norm,1Fam,SLvl,6,5,1964,1964,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,3,CBlock,3.0,3.0,1.0,5.0,939.0,1.0,0.0,307.0,1246.0,GasA,3,Y,0.0,1246,0,0,1246,1.0,0.0,1,0,3,1,3,6,7,2,4.0,Attchd,1964.0,2.0,2.0,441.0,3.0,3.0,2,0,69,0,0,0,0,0.0,0.0,none,0,nov,2006,WD ,172000
371,70,RL,75.0,13125,Pave,none,3,Lvl,0,Inside,2,Crawfor,Norm,Norm,1Fam,2Story,7,6,1940,1984,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,CBlock,3.0,3.0,1.0,4.0,410.0,1.0,0.0,390.0,800.0,GasA,3,Y,0.0,960,780,0,1740,0.0,0.0,1,1,3,1,3,6,7,2,4.0,Attchd,1940.0,1.0,1.0,240.0,3.0,3.0,2,0,0,0,0,0,0,0.0,0.0,none,0,jul,2007,CWD,219500
372,20,RL,68.0,8638,Pave,none,2,Lvl,0,Inside,2,Sawyer,RRAe,Norm,1Fam,1Story,5,6,1963,1963,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,3,PConc,3.0,3.0,1.0,5.0,181.0,1.0,0.0,744.0,925.0,GasA,4,Y,0.0,925,0,0,925,1.0,0.0,1,0,2,1,3,5,7,0,0.0,Detchd,1990.0,1.0,2.0,484.0,3.0,3.0,2,203,74,0,0,0,0,0.0,0.0,none,0,oct,2006,WD ,133500
373,80,RL,76.0,9967,Pave,none,2,Lvl,0,Inside,2,Gilbert,Norm,Norm,1Fam,SLvl,7,5,2000,2000,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,PConc,4.0,3.0,1.0,1.0,0.0,1.0,0.0,384.0,384.0,GasA,5,Y,0.0,774,656,0,1430,0.0,0.0,2,1,3,1,3,8,7,1,3.0,BuiltIn,2000.0,2.0,2.0,400.0,3.0,3.0,2,100,0,0,0,0,0,0.0,0.0,none,0,dec,2007,WD ,170000
374,70,RM,60.0,9600,Pave,Grvl,3,Lvl,0,Corner,2,OldTown,Norm,Norm,1Fam,2Story,8,9,1900,2003,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,4,4,BrkTil,3.0,3.0,1.0,1.0,0.0,1.0,0.0,930.0,930.0,GasW,3,N,0.0,930,636,0,1566,0.0,0.0,2,0,3,1,4,7,7,0,0.0,Detchd,1930.0,1.0,1.0,288.0,3.0,3.0,2,54,228,246,0,0,0,0.0,0.0,none,0,apr,2010,WD ,150000
375,20,RL,68.0,12774,Pave,none,3,Lvl,0,Inside,0,NAmes,Norm,Norm,1Fam,1Story,5,5,1953,1953,Hip,CompShg,MetalSd,MetalSd,None,0.0,3,3,PConc,3.0,3.0,1.0,4.0,624.0,2.0,128.0,232.0,984.0,GasW,3,N,0.0,950,0,0,950,0.0,0.0,1,0,2,1,3,5,7,0,0.0,Detchd,1953.0,1.0,2.0,400.0,3.0,3.0,2,0,32,0,0,0,0,0.0,2.0,none,0,jul,2008,WD ,130000
376,80,RL,70.0,8163,Pave,none,3,Lvl,0,Inside,2,NAmes,Norm,Norm,1Fam,SLvl,5,6,1959,1959,Gable,CompShg,HdBoard,HdBoard,BrkFace,128.0,3,4,CBlock,3.0,3.0,3.0,5.0,748.0,4.0,294.0,102.0,1144.0,GasA,3,Y,0.0,1144,0,0,1144,1.0,0.0,1,0,3,1,3,6,7,1,3.0,Attchd,1959.0,2.0,1.0,796.0,3.0,3.0,2,86,0,0,0,0,0,0.0,0.0,none,0,mar,2006,WD ,143000
377,20,RL,90.0,9900,Pave,none,3,Lvl,0,Corner,2,NAmes,Norm,Norm,1Fam,1Story,5,5,1961,1961,Gable,CompShg,Plywood,Plywood,None,0.0,3,4,CBlock,3.0,3.0,1.0,1.0,0.0,1.0,0.0,1114.0,1114.0,GasA,3,Y,0.0,1114,0,0,1114,1.0,0.0,1,0,3,1,3,5,7,0,0.0,Attchd,1961.0,2.0,2.0,451.0,3.0,3.0,2,0,0,0,0,164,0,0.0,0.0,none,0,may,2008,COD,140000
378,20,RL,95.0,13651,Pave,none,2,Lvl,0,Inside,2,NAmes,Norm,Norm,1Fam,1Story,7,6,1973,1973,Gable,CompShg,Plywood,Plywood,BrkFace,1115.0,3,4,CBlock,4.0,3.0,4.0,5.0,1880.0,1.0,0.0,343.0,2223.0,GasA,5,Y,0.0,2223,0,0,2223,1.0,0.0,2,0,3,1,3,8,7,2,4.0,Attchd,1973.0,3.0,2.0,516.0,3.0,3.0,2,300,0,0,0,0,0,0.0,0.0,none,0,feb,2007,WD ,244000
379,75,RM,60.0,7200,Pave,none,3,Lvl,0,Inside,2,IDOTRR,Norm,Norm,1Fam,2.5Unf,5,7,1920,1996,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,BrkTil,3.0,2.0,1.0,1.0,0.0,1.0,0.0,530.0,530.0,GasA,3,N,0.0,581,530,0,1111,0.0,0.0,1,0,3,1,2,6,7,0,0.0,Detchd,1935.0,1.0,1.0,288.0,3.0,3.0,0,0,0,144,0,0,0,0.0,0.0,none,0,mar,2007,WD ,101000
380,20,RM,65.0,9750,Pave,Grvl,3,Lvl,0,Inside,2,OldTown,Norm,Norm,1Fam,1Story,5,5,1958,1958,Hip,CompShg,HdBoard,HdBoard,None,0.0,3,3,CBlock,3.0,3.0,1.0,1.0,0.0,1.0,0.0,960.0,960.0,GasA,5,Y,0.0,960,0,0,960,0.0,0.0,1,0,3,1,3,5,7,0,0.0,Detchd,2002.0,1.0,2.0,624.0,3.0,3.0,2,0,0,0,0,0,0,0.0,0.0,Gar2,4500,jul,2006,WD ,125000
381,60,RL,73.0,11184,Pave,none,2,Lvl,0,Corner,2,Gilbert,Norm,Norm,1Fam,2Story,6,5,1998,1998,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,PConc,4.0,3.0,1.0,1.0,0.0,1.0,0.0,932.0,932.0,GasA,4,Y,0.0,932,701,0,1633,0.0,0.0,2,1,3,1,3,7,7,1,3.0,Attchd,1998.0,3.0,2.0,460.0,3.0,3.0,2,0,39,0,0,0,0,0.0,0.0,none,0,apr,2008,WD ,183000
382,75,RM,92.0,5520,Pave,none,3,Lvl,0,Corner,2,OldTown,Norm,Norm,1Fam,2.5Fin,6,6,1912,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,CBlock,3.0,3.0,1.0,1.0,0.0,1.0,0.0,755.0,755.0,GasA,5,Y,0.0,929,929,371,2229,0.0,0.0,1,0,5,1,3,8,7,0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0,2,0,198,30,0,0,0,0.0,3.0,none,0,jul,2009,WD ,104000
383,45,RL,64.0,6390,Pave,none,3,Lvl,0,Corner,2,NAmes,Feedr,Norm,1Fam,1.5Unf,6,7,1954,1954,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,CBlock,3.0,3.0,1.0,1.0,0.0,1.0,0.0,936.0,936.0,GasA,3,Y,3.0,984,0,0,984,1.0,0.0,1,0,2,1,3,4,7,0,0.0,Detchd,1954.0,1.0,1.0,280.0,3.0,3.0,2,0,0,0,0,0,0,0.0,2.0,none,0,jun,2008,WD ,112500
384,20,RL,79.0,10240,Pave,none,3,Lvl,0,Inside,2,NWAmes,Norm,Norm,1Fam,1Story,6,6,1980,1980,Gable,CompShg,Plywood,Plywood,BrkFace,157.0,3,4,CBlock,4.0,3.0,1.0,4.0,625.0,2.0,1061.0,0.0,1686.0,GasA,3,Y,0.0,1686,0,0,1686,1.0,0.0,2,0,3,1,3,7,7,1,3.0,Attchd,1980.0,1.0,2.0,612.0,3.0,3.0,2,384,131,0,0,0,0,0.0,0.0,none,0,may,2006,WD ,207500
385,20,RL,78.0,9316,Pave,none,3,Lvl,0,Inside,2,CollgCr,Norm,Norm,1Fam,1Story,7,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,BrkFace,140.0,4,3,PConc,4.0,3.0,4.0,6.0,56.0,1.0,0.0,1558.0,1614.0,GasA,5,Y,0.0,1614,0,0,1614,0.0,0.0,2,0,3,1,4,7,7,1,4.0,Attchd,2005.0,3.0,2.0,576.0,3.0,3.0,2,100,45,0,0,0,0,0.0,0.0,none,0,mar,2006,WD ,225000
386,20,RL,60.0,7200,Pave,none,3,Low,0,Inside,2,CollgCr,Norm,Norm,1Fam,1Story,5,8,1972,1972,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,CBlock,3.0,3.0,1.0,4.0,437.0,1.0,0.0,427.0,864.0,GasA,5,Y,0.0,864,0,0,864,0.0,0.0,1,0,3,1,3,5,7,0,0.0,Detchd,1977.0,1.0,1.0,297.0,3.0,3.0,2,0,0,0,0,0,0,0.0,3.0,none,0,mar,2006,WD ,119900
387,20,RL,108.0,12228,Pave,none,3,Lvl,0,Corner,2,NridgHt,Norm,Norm,1Fam,1Story,7,5,2006,2006,Hip,CompShg,VinylSd,VinylSd,Stone,206.0,4,3,PConc,5.0,4.0,1.0,1.0,0.0,1.0,0.0,1721.0,1721.0,GasA,5,Y,0.0,1740,0,0,1740,0.0,0.0,2,0,4,1,4,8,7,0,0.0,Attchd,2006.0,2.0,3.0,874.0,3.0,3.0,2,0,43,0,0,0,0,0.0,0.0,none,0,sep,2006,New,293000
388,20,RL,78.0,10335,Pave,none,2,Lvl,0,Inside,2,Sawyer,Norm,Norm,1Fam,1Story,5,6,1968,1993,Gable,CompShg,Plywood,Plywood,None,0.0,3,3,CBlock,3.0,3.0,1.0,3.0,570.0,1.0,0.0,891.0,1461.0,GasA,4,Y,0.0,1721,0,0,1721,0.0,0.0,2,1,3,1,3,7,6,1,3.0,Attchd,1968.0,2.0,2.0,440.0,3.0,3.0,2,0,96,180,0,0,0,0.0,3.0,none,0,jul,2006,WD ,180000
389,80,RL,68.0,12328,Pave,none,2,Lvl,0,Inside,2,Mitchel,Norm,Norm,1Fam,SLvl,6,5,1976,1976,Gable,CompShg,HdBoard,HdBoard,BrkFace,335.0,3,3,CBlock,3.0,3.0,3.0,6.0,539.0,1.0,0.0,473.0,1012.0,GasA,3,Y,0.0,1034,0,0,1034,1.0,0.0,1,0,3,1,3,6,7,0,0.0,Attchd,1976.0,1.0,3.0,888.0,3.0,3.0,2,0,0,0,0,0,0,0.0,0.0,none,0,may,2010,WD ,169900
390,90,RM,68.0,8930,Pave,none,3,Lvl,0,Inside,2,Sawyer,RRAe,Norm,Duplex,1.5Fin,6,5,1978,1978,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,Slab,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GasA,3,Y,0.0,1318,584,0,1902,0.0,0.0,2,0,4,2,3,8,7,0,0.0,Attchd,1978.0,1.0,2.0,539.0,3.0,3.0,2,0,0,0,0,0,0,0.0,0.0,none,0,apr,2010,WD ,112000
391,20,RL,81.0,9672,Pave,none,3,Lvl,0,Corner,2,SawyerW,Norm,Norm,1Fam,1Story,6,5,1984,1985,Hip,CompShg,HdBoard,Plywood,None,0.0,3,3,PConc,4.0,3.0,1.0,6.0,338.0,1.0,0.0,702.0,1040.0,GasA,3,Y,0.0,1097,0,0,1097,0.0,0.0,2,0,3,1,3,6,7,0,0.0,Attchd,1986.0,1.0,2.0,480.0,3.0,3.0,2,0,0,0,0,0,0,0.0,4.0,none,0,may,2010,WD ,152000
392,60,RL,120.0,13975,Pave,none,2,Lvl,0,Corner,2,NridgHt,Norm,Norm,1Fam,2Story,9,5,2005,2006,Hip,CompShg,VinylSd,VinylSd,BrkFace,525.0,4,3,PConc,4.0,3.0,3.0,1.0,0.0,1.0,0.0,1090.0,1090.0,GasA,5,Y,0.0,1117,1089,0,2206,0.0,0.0,2,1,4,1,5,10,7,1,4.0,BuiltIn,2005.0,3.0,3.0,670.0,3.0,3.0,2,148,95,0,0,0,0,0.0,0.0,none,0,aug,2006,New,300000
393,80,RL,94.0,7819,Pave,none,3,Lvl,0,Inside,2,Edwards,Norm,Norm,1Fam,SLvl,6,5,1976,1976,Gable,CompShg,Plywood,Plywood,None,0.0,3,3,CBlock,3.0,3.0,3.0,5.0,422.0,4.0,127.0,480.0,1029.0,GasA,3,Y,0.0,1117,0,0,1117,1.0,0.0,1,0,3,1,3,6,7,1,3.0,Detchd,1976.0,1.0,2.0,672.0,3.0,3.0,2,144,0,0,0,0,0,0.0,3.0,none,0,mar,2010,WD ,107000
394,190,RM,60.0,11340,Pave,none,3,Lvl,0,Inside,2,OldTown,Norm,Norm,2fmCon,2Story,4,6,1885,1950,Gable,CompShg,VinylSd,AsbShng,None,0.0,3,3,PConc,3.0,3.0,1.0,1.0,0.0,1.0,0.0,777.0,777.0,GasA,4,Y,0.0,1246,1044,0,2290,0.0,0.0,2,0,4,2,3,11,7,0,0.0,Detchd,1971.0,1.0,2.0,560.0,3.0,3.0,0,0,0,114,0,0,0,0.0,0.0,none,0,apr,2010,WD ,122500
395,160,RM,21.0,1680,Pave,none,3,Lvl,0,Inside,2,BrDale,Norm,Norm,Twnhs,2Story,6,5,1972,1972,Gable,CompShg,HdBoard,HdBoard,BrkFace,504.0,3,3,CBlock,3.0,3.0,1.0,5.0,276.0,1.0,0.0,207.0,483.0,GasA,3,Y,0.0,483,465,0,948,0.0,0.0,1,1,2,1,3,5,7,0,0.0,Detchd,1972.0,1.0,1.0,264.0,3.0,3.0,2,0,0,0,0,0,0,0.0,0.0,none,0,jul,2006,WD ,89000
396,50,RL,65.0,6001,Pave,none,2,Bnk,0,Inside,1,SWISU,Norm,Norm,1Fam,1.5Fin,6,5,1940,1950,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,CBlock,2.0,3.0,1.0,2.0,368.0,1.0,0.0,232.0,600.0,GasA,5,N,0.0,600,319,0,919,0.0,0.0,1,0,3,1,3,5,7,0,0.0,Detchd,1940.0,1.0,1.0,231.0,3.0,3.0,2,0,0,45,0,0,0,0.0,3.0,none,0,mar,2010,WD ,95000
397,20,RL,78.0,11700,Pave,none,3,Lvl,0,Inside,2,NWAmes,RRAn,Norm,1Fam,1Story,6,6,1968,1968,Gable,CompShg,MetalSd,MetalSd,BrkFace,41.0,3,3,CBlock,3.0,3.0,1.0,1.0,0.0,1.0,0.0,912.0,912.0,GasA,5,Y,0.0,1152,0,0,1152,1.0,0.0,1,1,3,1,3,7,7,0,0.0,Attchd,1968.0,2.0,2.0,412.0,3.0,3.0,2,0,126,0,0,0,0,0.0,0.0,none,0,sep,2007,CWD,143450
